Individuals,Evolved Fitness,Mean Fitness,Sd fitness
"[-1.97655721e-01  1.86295559e-01  6.30564280e-01  7.18031987e-01
 -1.00000000e+00  8.53778327e-01 -6.18165184e-01  7.03664686e-01
  9.98101351e-01  1.81595322e-01  1.77131815e-01 -1.66182831e-01
  1.15502828e-01  8.93458409e-01  8.81876469e-01 -7.20124395e-01
  2.77258212e-01 -5.02202033e-01  6.19716044e-01  6.47093239e-02
 -7.31345536e-01  9.52254752e-01  5.81423329e-01  1.39830564e-01
 -7.61650888e-01  2.87996887e-01 -8.80070198e-01 -4.67558693e-01
 -4.66435906e-01 -2.80716828e-01 -2.51570631e-01 -4.82619725e-01
 -1.19107605e-01 -1.00000000e+00 -9.84304709e-01 -7.61644808e-01
 -8.91851591e-01 -8.77862799e-01  2.04862328e-01  9.99407544e-01
  4.99344923e-01  8.59906268e-01 -7.42803775e-01  6.41106585e-01
 -5.47773516e-01  3.65951970e-01 -1.23065030e-01  5.91235796e-01
 -3.28180545e-01 -3.67044060e-01 -9.13525223e-01  4.55763483e-01
 -3.34180126e-01 -4.30389076e-01  9.75909525e-01  7.07661872e-01
  8.87532940e-01  4.00710087e-02  4.28961523e-03  5.81494466e-01
  1.56621552e-01  8.21040910e-01 -3.21457908e-01  6.11078029e-02
  2.72086086e-01 -1.71695075e-01 -9.06295199e-01 -6.67445305e-01
 -2.98241436e-01 -6.55061554e-01  4.39198035e-01  9.63277039e-01
 -8.21467044e-01  9.86734639e-01 -3.00473687e-01  4.11641594e-02
  6.67166422e-01 -9.67821744e-01  1.94282039e-01 -6.68657924e-01
 -6.51010005e-01  2.13904672e-01  5.13561715e-01 -4.67017532e-01
 -7.04044045e-01  7.74525590e-01  7.82722057e-01 -1.00000000e+00
  1.55642820e-01 -1.00000000e+00 -4.58389230e-01 -2.92939865e-01
 -4.76658459e-01 -5.46365468e-01 -8.43361338e-01  5.98157058e-01
  5.95634139e-01 -8.34170455e-01  3.45632087e-01 -9.94620852e-01
  3.22625576e-01 -6.99307735e-01 -7.02421864e-01 -8.60173407e-01
 -9.42960500e-01  8.55786649e-01  1.00000000e+00  4.98858961e-02
  9.63981349e-01  1.57552705e-01 -9.75204489e-01  3.08711518e-02
  9.02163817e-01 -7.21937246e-01  5.37412723e-01  9.72548322e-01
  5.22416611e-03  8.18144031e-01 -8.85434277e-03 -9.90618720e-01
  1.00000000e+00 -9.64761217e-01  5.79223957e-01 -5.42696112e-02
 -4.98007917e-03  9.98900809e-01 -2.08661312e-01 -3.43395656e-02
  5.90737048e-01  9.88195786e-01 -6.80743646e-04 -1.64232190e-01
 -9.15464632e-01  8.50951512e-01 -3.79912677e-01 -1.37465358e-01
 -2.35053901e-01 -8.48009404e-01  9.10663482e-01  4.51845127e-01
  9.92576128e-01 -3.49060492e-01  2.89735410e-01 -6.30258595e-01
  5.85836602e-01 -1.03512527e-01 -6.37591256e-01 -8.70289749e-01
 -3.94878577e-01  2.84586398e-01  9.33598350e-01  6.55960412e-01
 -8.33690201e-03 -1.00000000e+00 -6.59176736e-01 -1.94187010e-01
 -1.00000000e+00 -5.76419365e-01  1.16255114e-01 -8.35387485e-01
 -4.50966395e-01  1.56342380e-01  9.85465957e-01  9.85210327e-01
 -4.81608509e-01 -1.00000000e+00  1.00000000e+00  5.88408734e-01
  9.84506383e-02  1.00000000e+00  8.66179066e-01  7.76358795e-01
  9.93893747e-01 -1.00000000e+00  6.66507709e-01  5.98166976e-01
 -1.00000000e+00 -7.88810891e-01  9.30362187e-01 -4.16011379e-01
  5.02374575e-01 -7.18946112e-01  5.83183843e-01 -9.59714622e-01
 -1.00000000e+00 -6.15634310e-01  3.06409110e-01  2.47511086e-01
 -8.25705753e-01  8.69711598e-01  2.40744794e-02  5.03007201e-01
 -9.95347693e-01 -6.52623162e-01 -9.24187617e-01 -5.35421053e-01
 -7.55454300e-01 -2.22115023e-01  2.89945872e-01 -9.41050498e-01
  8.62680464e-01  6.12203710e-01 -5.84622874e-01 -3.46503502e-02
  2.66206940e-01 -9.97368729e-01 -4.55262193e-01  9.20499405e-01
 -2.28912697e-01  7.29811295e-01 -4.99133347e-01 -6.98226687e-02
  4.73776072e-01  4.25370746e-01 -7.85155539e-01 -6.68579612e-02
  2.50336646e-01  1.11686925e-01 -5.80073944e-02  4.77691082e-01
 -2.28470903e-01  1.19266958e-01  4.24761153e-01  1.27038846e-01
  1.90673371e-01  3.57139513e-02  4.46639011e-02  6.62442659e-01
  9.79484575e-01  9.47541254e-01  7.51010065e-01 -9.13291674e-01
 -1.00000000e+00 -2.44603224e-01  6.50831904e-01 -1.00000000e+00
 -9.73238634e-01 -8.85959833e-01 -9.52159581e-01 -7.40495254e-01
  5.70755207e-01  4.13108801e-01 -1.39181148e-01 -9.14814749e-01
 -3.84023431e-01  9.51282071e-01 -1.00000000e+00 -2.68021952e-02
  1.00000000e+00  2.12307262e-01  4.19444996e-01  2.38496716e-01
 -9.88401492e-01  1.00000000e+00  9.79680568e-01 -1.00000000e+00
  2.22630857e-01  9.78499949e-01  1.00000000e+00  1.65602025e-01
  8.04471272e-01 -1.00000000e+00  5.61814264e-01 -4.64822340e-01
 -4.71420741e-01]","[27.62556239405176, 27.62556239405176, 27.62556239405176, 27.62556239405176, 27.739300192990687, 39.41066553797776, 39.41066553797776, 39.41066553797776, 39.41066553797776, 39.41066553797776, 39.41066553797776, 39.41066553797776, 39.41066553797776, 39.41066553797776, 39.57949896191565, 39.57949896191565, 46.04396873461039, 46.04396873461039, 54.57881192134918, 54.57881192134918, 54.57881192134918, 54.57881192134918, 61.16427944564136, 61.16427944564136, 61.16427944564136, 61.16427944564136, 61.16427944564136, 61.16427944564136, 61.16427944564136, 61.16427944564136, 61.16427944564136, 61.16427944564136, 61.16427944564136, 67.29785128257917, 67.29785128257917, 67.29785128257917, 67.29785128257917, 67.29785128257917, 67.29785128257917, 67.29785128257917, 67.29785128257917, 67.29785128257917, 67.29785128257917, 67.29785128257917, 67.29785128257917, 67.29785128257917, 67.29785128257917, 67.29785128257917, 67.29785128257917, 67.29785128257917, 68.06098554426895, 68.06098554426895, 68.06098554426895, 68.06098554426895, 68.06098554426895, 69.552513618356, 69.552513618356, 69.552513618356, 69.552513618356, 69.552513618356, 69.552513618356, 69.552513618356, 69.552513618356, 69.552513618356, 69.552513618356, 69.552513618356, 69.552513618356, 69.552513618356, 69.552513618356, 69.552513618356, 69.552513618356, 69.552513618356, 69.552513618356, 69.552513618356, 69.552513618356, 69.552513618356, 69.552513618356, 69.552513618356, 69.552513618356, 69.552513618356, 69.552513618356, 69.552513618356, 69.552513618356, 69.552513618356, 69.552513618356, 69.552513618356, 69.552513618356, 69.552513618356, 69.552513618356, 69.552513618356, 69.552513618356, 69.552513618356, 69.552513618356, 69.552513618356, 69.552513618356, 69.552513618356, 69.552513618356, 69.552513618356, 73.58176520649226, 73.58176520649226, 73.58176520649226, 73.58176520649226]","[24.335002078207594, 25.353039523103952, 26.619328441370715, 28.385710579324282, 28.338715517573792, 27.78924405176935, 28.839542082650112, 30.89703187001231, 29.223681003011233, 30.68698335710034, 31.014861542524958, 31.728867912930564, 34.39073718559209, 35.79715691122267, 36.113744000952984, 37.45350670622443, 38.41967616316554, 39.12672265360534, 41.21377240924978, 44.082304024333425, 44.5323943139374, 46.31063146923794, 46.56301628399911, 48.33981744540535, 49.08286363808799, 50.617072016937094, 51.26649481224575, 52.603379416730085, 54.141356229018314, 53.88031547799092, 55.46710729866778, 55.03257705786396, 55.67045199075511, 55.78027794410924, 56.127939591235815, 56.01406389311586, 57.05231231822618, 56.15644404633847, 55.60973717774923, 55.70896522488261, 57.47642533560816, 56.548606696650786, 57.92594217534613, 56.90624315973952, 57.97728765363679, 57.211114466050304, 58.415230034402676, 58.05133323310956, 59.31273757384698, 57.906420759072226, 57.73297965459069, 57.08618877428346, 58.15618778859192, 59.52345307374824, 60.812615577459425, 60.425502172530834, 59.90270201597403, 57.5922876944205, 59.49873577118286, 58.24459174999448, 60.751715453632805, 60.297815587508275, 61.00014385210822, 61.29795801247513, 60.476728975111385, 60.63675625413208, 60.789877688331984, 59.90510193523308, 59.6764041265587, 59.477578705135926, 60.61364160625635, 60.4136213690868, 61.13088885973528, 61.125807647574874, 60.46269376806316, 61.04633382009619, 61.149279494861254, 60.93433180670122, 62.06287429244705, 61.40329004961859, 60.62686861346176, 60.48787263276732, 59.15408199387071, 60.42531684724158, 59.570078125676325, 61.30360332396051, 60.68690458883123, 60.92472650236313, 60.85984842206403, 60.454329950461634, 59.84560205620928, 61.20129115187255, 61.610056740202005, 61.15429013896554, 61.154650970325676, 61.8263232880995, 60.21892680505477, 61.81322566549937, 61.40672726131151, 60.976647143710146, 61.01849822670081]","[24.177965055702888, 23.683207616626383, 23.3452600634631, 23.03264944578587, 23.4804144727385, 23.829426523259876, 24.032064635826185, 23.838271286394917, 23.939892189768067, 24.26492512410967, 24.185749008674353, 24.815279516854748, 24.420789598296615, 24.731160335170514, 24.435533444601322, 24.876137228789613, 24.720906628634193, 24.73133225521075, 25.021308820093033, 24.497937151849637, 25.337189330499804, 24.266679143794068, 24.712678404962897, 25.31634829214362, 25.006908107782376, 24.88762584032664, 24.249380764119167, 23.616906742658085, 23.17620722369214, 22.97807949074315, 22.79783140209529, 23.574762990334026, 22.894004960287592, 22.430654291610487, 22.678533140788133, 23.071060410054073, 22.475707848230957, 23.487560716062486, 23.692388697886894, 24.715705812073843, 23.383375668671675, 24.568319275067562, 24.15038117602495, 24.39273942164835, 23.856353110456272, 24.471812016648403, 22.854710164882366, 23.459433769259753, 23.351142063383936, 24.453000090242938, 24.360588145607274, 24.85039600091515, 24.854053475198597, 23.15058730328014, 22.040418007756838, 22.815233245851413, 23.691517859843056, 24.16148211364565, 24.013508046480553, 25.57172058334205, 23.31483972249696, 23.148548419929103, 22.558483547901957, 22.93024368645131, 22.967852168966647, 23.198224990898726, 23.411893670088467, 23.56863285519883, 23.538367029225743, 23.07161013675364, 22.7143159730812, 22.996712142173283, 22.151506973604672, 22.54813656473724, 22.872640144929264, 22.984692956420062, 23.0340124511026, 22.691087665499442, 22.596425052893945, 22.47383055753426, 22.517159740024496, 22.8230143115746, 22.98287597593699, 23.36432732716392, 22.871742618106516, 22.935744914521326, 22.847314667459926, 23.090898839512267, 22.72973721630681, 23.017133613770547, 22.55397156776313, 23.05007799329486, 22.94003972896383, 22.464996502770056, 22.418966040220432, 23.226955851444625, 22.593756217716564, 22.952736173208624, 22.35756214450092, 22.46063659942505, 22.020633890434556]"
"[-0.34390577  1.         -1.          0.22099577  1.         -0.49195022
 -1.         -0.76811753  0.96684891 -0.49215519  0.90703616  1.
  1.         -0.92174065 -1.          1.          1.         -0.97928839
 -0.30806657  0.00856465 -1.          0.81151756  1.         -0.84501955
 -0.57724504  0.78348933 -1.          0.07145634 -0.95213165 -1.
  0.13717407 -0.37645363  0.65710886 -0.77901561 -1.          1.
 -1.         -1.         -0.33671463 -0.30546993  0.31427793  0.80699263
 -0.03061115  0.96027381  1.         -0.87623433  0.76779944 -0.93557484
  1.         -1.          0.83922247  0.05830726 -1.          0.71824826
  1.          0.3788699   0.72817831  0.54604188  0.58529181  0.92802006
 -0.42427814 -0.12720588 -0.86835401  0.08488595 -0.36550288 -1.
 -0.68380833 -1.          0.40857545  0.50948581 -1.         -1.
  0.7243797  -0.60898579  0.47814091  0.02614699  1.          0.49334186
  0.7028134   0.77301513  0.11634504  0.99814762  0.23611085 -1.
 -1.          0.91960972  1.         -0.36508584 -0.5231801   1.
  0.59580455  0.13379454 -1.          0.43267014 -0.4172857  -1.
 -0.54924504  0.15000147  0.96477072  0.34229609  0.33635832  1.
  0.67628387 -1.         -0.69427479 -0.02145368 -0.63164203  1.
  0.90894124  0.52803729 -1.         -0.32674665 -1.         -0.11633374
  1.         -0.94667906  0.70453106 -0.05913759 -0.90737817  1.
  0.97203415  0.29935883 -0.03073017  1.          0.82146585 -0.35612911
  0.36920321  0.18414377 -1.         -1.          0.3238943  -1.
 -0.55007499 -0.44105043 -0.81189409  0.93265201 -0.93260338  0.47593946
 -1.          0.92217563 -0.5576579   1.         -0.85413371 -0.23379797
 -0.30483123  0.53333516 -0.64241947  0.14256101  0.08154344  0.73840775
  0.40525931 -0.91277009  0.52864939 -0.64058617  0.82614994  1.
  1.          1.         -0.90807898  0.5467394   0.12091378 -1.
  0.97987398 -0.29604108 -1.         -1.         -0.78224448 -1.
 -0.6438373   1.          0.59787381  1.         -1.         -0.31310834
  0.38264339  1.         -0.38870949 -0.47256974 -1.         -1.
  0.90765669 -0.48454456 -0.77361126  0.54792441 -0.13419911  1.
  0.91266833 -0.27700918 -1.          0.36839434  0.99778885 -1.
 -0.38823373 -1.          1.          1.          0.19729439 -1.
 -0.6399884   0.49157438 -0.90169015  0.93567513  0.99376562  0.52986672
  0.10330497  0.05985576 -0.02364959  0.69893606  0.08931348 -0.31385963
 -0.52717508 -0.28076581 -1.          0.81273235 -0.92982261 -0.18345562
  0.22731157 -1.          1.          0.66436225  0.23966727  0.28333227
 -0.16938238  0.82632853  1.          0.88513707 -0.23363774  1.
  1.          0.02992011  0.65161685  0.67235522 -1.         -0.72147326
 -0.57681955 -1.         -1.          0.69498442  0.93955643  1.
 -0.58641305  0.07609412  1.         -0.48648203  0.62991658  0.10682319
 -1.          1.         -1.          0.21593486  0.41998443 -1.
 -0.12514515 -0.06674014 -1.         -0.99497386 -1.          1.
 -0.18316084  1.         -0.21946294  1.          1.         -1.
 -1.        ]","[-4.465602741024696, 12.739921516145913, 39.5282302240014, 39.5282302240014, 39.5282302240014, 39.5282302240014, 39.5282302240014, 39.5282302240014, 39.5282302240014, 39.5282302240014, 39.5282302240014, 39.5282302240014, 39.5282302240014, 57.24146944709486, 57.24146944709486, 57.24146944709486, 57.24146944709486, 57.24146944709486, 57.24146944709486, 57.24146944709486, 57.24146944709486, 57.24146944709486, 57.24146944709486, 57.24146944709486, 57.24146944709486, 57.24146944709486, 57.24146944709486, 57.24146944709486, 57.24146944709486, 57.24146944709486, 57.24146944709486, 57.24146944709486, 57.24146944709486, 57.24146944709486, 57.24146944709486, 57.24146944709486, 57.24146944709486, 57.24146944709486, 57.24146944709486, 57.24146944709486, 57.24146944709486, 57.24146944709486, 57.24146944709486, 57.88856778465157, 57.88856778465157, 57.88856778465157, 57.88856778465157, 57.88856778465157, 57.88856778465157, 69.19030836278726, 69.19030836278726, 69.19030836278726, 69.19030836278726, 69.19030836278726, 69.19030836278726, 69.19030836278726, 69.60514073954566, 69.60514073954566, 72.63755360345924, 72.63755360345924, 72.63755360345924, 72.63755360345924, 72.63755360345924, 72.63755360345924, 72.63755360345924, 72.63755360345924, 72.63755360345924, 72.63755360345924, 72.63755360345924, 72.63755360345924, 72.63755360345924, 72.63755360345924, 72.63755360345924, 72.63755360345924, 72.63755360345924, 72.63755360345924, 72.63755360345924, 72.63755360345924, 72.63755360345924, 72.63755360345924, 72.63755360345924, 72.63755360345924, 72.63755360345924, 72.63755360345924, 72.63755360345924, 72.63755360345924, 72.63755360345924, 72.63755360345924, 72.63755360345924, 72.63755360345924, 72.63755360345924, 72.63755360345924, 72.63755360345924, 72.63755360345924, 72.63755360345924, 72.63755360345924, 72.63755360345924, 72.63755360345924, 72.63755360345924, 72.63755360345924, 72.63755360345924, 72.63755360345924]","[23.07493475418979, 25.84184005319769, 28.522552725815228, 28.336323894635886, 28.607879667943603, 29.139758343782336, 28.455063645100434, 27.32932158851234, 27.237076058110173, 28.00386377214538, 28.81936610266955, 28.869271672537963, 28.604529536007977, 29.40606664071558, 30.474256279120826, 32.62180205223188, 33.36860043214201, 33.218104375501994, 35.72570632547143, 35.934410206199054, 35.80659723277839, 36.61335527222368, 37.8196716026895, 38.980680672647075, 39.20255051633322, 40.14685522591613, 41.843964177929664, 41.429822393369484, 41.90510121311009, 44.03175207491768, 44.07686366347551, 44.54287742738943, 44.208193713204075, 45.59716855349368, 46.45696220284837, 47.1982673541885, 47.95211148131274, 48.666145261890875, 48.86697838703917, 50.32828320770097, 48.172137826187644, 51.57421137566557, 51.67940745695534, 53.01868716660978, 53.66765196792974, 53.48476578917092, 53.126650303695605, 52.754348603757045, 53.96266259754734, 54.14986294192555, 53.461692042063206, 55.33097129960286, 55.19771445852209, 56.85055723774014, 56.79573565383342, 56.42805215325949, 56.341978789807165, 55.844138229857364, 56.654425543111664, 57.13343890090378, 58.13507448791699, 58.61795010856772, 58.35797191678659, 60.959274295331724, 61.15709360524763, 61.722928021045036, 59.78218207025248, 59.81786325060872, 58.74348040489274, 57.9465953570885, 59.071043858609045, 58.79990920550091, 58.94778296015498, 58.70839684406864, 58.255525626393556, 57.61406900036427, 57.630255379014955, 57.96119314942335, 57.83022898500119, 58.06441907263157, 59.24691870203624, 60.13535043091334, 59.31791479714705, 59.455895923899135, 59.19988004336118, 59.70109435543641, 59.62229573415644, 59.40161422556376, 59.28209244010972, 59.75526384309896, 59.67708204376115, 59.57092185030346, 58.31316378572222, 57.200418316497945, 58.43108590455794, 59.363962087364555, 58.44132996301865, 59.38767574398702, 58.84569553698904, 58.32472923443159, 58.56254569034149]","[24.36213436497719, 25.15048056024974, 25.368646308207463, 25.53135908055006, 25.3729416005843, 25.037709697497256, 24.906659641960903, 24.194279365192003, 25.384685628902147, 24.955840503338102, 24.604248683014564, 24.473687087557423, 25.016737630534546, 24.779786285537295, 24.077872234958235, 24.054749671634184, 24.038614692638983, 24.443038257184536, 24.073620438603903, 23.673676439261556, 24.23026788137741, 24.007795090313046, 24.596361754566285, 24.470121464448678, 24.43692393328856, 23.83176329698576, 24.088999642651768, 25.038942750074487, 24.51669573175429, 23.769626747134378, 24.599560256726505, 24.27918589766133, 24.421851166507174, 23.270269719554825, 23.026135107915056, 22.707275810370632, 22.656206901553993, 22.664599882169068, 22.990467289339534, 22.802455360364913, 24.34721138203141, 21.988243106046117, 22.51323518425778, 23.090964557102602, 23.41248847832351, 22.992899831150112, 23.006012354500022, 23.435909441345807, 23.025858815166476, 22.827958213683022, 23.84909365575931, 23.119613891243883, 23.985413057108264, 23.035746089420826, 23.631921823254864, 23.951805701832455, 23.451023576542017, 24.398000373188523, 24.31233018754531, 23.83156609695382, 22.736595282232066, 23.091326839038988, 23.019076629900912, 20.97881874353057, 20.92864917012618, 20.252836856260863, 21.512419656565832, 21.820777888201533, 21.742374655462115, 21.98866715853878, 21.48479575709835, 21.958155374302386, 21.20036663179314, 21.974340146218523, 22.451437565717086, 22.367999037180784, 22.501939702552736, 21.306609193043073, 22.039456116452623, 21.468566724287317, 21.33195311889552, 21.102984342463312, 21.819939127621154, 21.557010748323496, 21.39064207883697, 21.47250412376956, 21.56798438936519, 21.725009528468686, 21.892346456292714, 21.65512865913839, 21.50692765677985, 22.12993209191743, 22.36322688719105, 23.18674626611041, 23.15188377711048, 22.047078239665456, 22.492214411236326, 21.602094694340924, 22.28147576292374, 22.57128165278404, 21.659625712695558]"
"[-0.53256603  1.         -0.37719579 -0.3445391   0.17003143  0.27811157
 -0.45128593 -0.821971    0.1774481  -1.          0.22775417  1.
  1.          0.46849486 -0.60655918  0.70411177  1.          1.
 -1.         -1.          0.2899831  -0.66264649  0.30171205  1.
  0.24881203  1.          0.34948759  0.98862125  0.8593871   1.
  1.          0.48266525  1.          0.4463297  -0.19430574 -0.27242426
 -0.85260208  0.03174757  1.          0.5369158  -0.77668718 -0.61300693
  0.4473557   0.35262067 -0.25228641  0.17958902 -0.18934409 -0.24578618
  0.18698849  0.46726386 -1.          0.51638593  0.57861831  0.56384896
 -0.05835362 -0.97680679 -0.27406346 -0.57923717  1.          1.
 -0.64088707 -0.76254159  0.4100822   1.         -0.90078373 -0.66327269
  0.30281764  1.         -0.61811478 -0.19704206  0.54729004  1.
 -1.         -0.291818    1.         -0.00332514  1.          1.
  0.87877633 -1.          0.92751755  0.39845063 -0.06929127 -0.95773702
  0.99198068 -0.39865851  1.         -0.08313036 -0.71715203  0.29573496
  0.84805652  0.39340752  1.         -0.32712822  0.53022684  0.78320958
 -0.00916918  0.66287138  0.66731707  0.64018815 -0.15917048  0.67141911
 -0.39902973 -1.         -0.45416255  0.30907852 -0.35420552 -0.3593689
 -0.61539267 -0.18759859  0.95744999 -1.         -0.98344266 -0.16012771
  0.49201845  1.         -0.34594496 -0.48697111  0.14324222 -0.0387535
  0.32253724 -0.89313041 -0.6043046   1.         -0.31969071  1.
  0.75109323  0.67086733  1.         -0.78509337  0.14937471  0.71801491
 -0.16415554  0.73078736  1.         -0.37338793 -0.39616862  0.39159921
 -1.         -1.          0.01502872  0.85752052  0.46042759 -0.14308218
 -0.01841872 -1.         -0.39092927  0.19372155 -1.         -1.
 -0.82165442 -1.         -0.058465   -0.20158823 -0.07548582 -0.8957622
 -0.44529757  0.14681944 -0.56847731 -1.         -0.96551298 -0.7248924
 -0.64322129  0.51436998 -0.07976053 -1.         -0.80311802  0.33039225
 -1.         -1.         -0.8184435  -0.56941312  0.34015046  0.12356427
  0.01857544  1.         -0.7722451   0.61579642  0.36938152 -0.77168651
 -1.         -0.35389798 -0.11002499 -0.65233777  0.54325146 -1.
 -0.00343427  0.31328231  0.44778579 -0.44283782  1.         -1.
 -0.42615743  0.01933639 -0.66087     0.57025534 -0.32593334  0.5839841
 -0.4593356  -0.26133878 -0.33373019  0.23383641 -0.77022228  1.
  1.          0.34275531 -0.87707224 -0.46946066  1.          0.75224313
 -1.         -0.53560185  0.22037226  0.72340151  1.          0.2436507
  0.28101292 -1.          1.          0.83448529 -1.         -1.
  1.          0.10614321  0.25384321 -0.03385889  0.08203112 -1.
  0.09010317  0.8256749  -0.93074172  0.53751044  0.2882384   1.
  1.          1.          0.12094981  0.90792475 -0.70397282  1.
  0.42511119  0.3602296  -1.          0.07997856 -0.5654988  -0.26071212
 -0.43709902  0.59904864 -1.         -0.11421447 -0.89588162  0.21933826
  1.          0.43662691  1.         -1.         -0.36247834  0.41030563
  0.52475729 -0.91113565  0.09524147 -0.42428224 -0.9691786   0.6455301
 -0.32156617]","[27.62782228971355, 62.28713573707606, 62.28713573707606, 62.28713573707606, 62.28713573707606, 62.28713573707606, 62.28713573707606, 62.28713573707606, 62.28713573707606, 62.28713573707606, 62.28713573707606, 62.28713573707606, 62.28713573707606, 62.28713573707606, 62.28713573707606, 62.28713573707606, 62.28713573707606, 62.28713573707606, 62.28713573707606, 62.28713573707606, 62.28713573707606, 62.28713573707606, 62.28713573707606, 62.28713573707606, 62.28713573707606, 62.28713573707606, 62.28713573707606, 62.28713573707606, 62.28713573707606, 62.28713573707606, 62.28713573707606, 62.28713573707606, 62.28713573707606, 62.28713573707606, 62.28713573707606, 63.76264063920087, 63.76264063920087, 63.76264063920087, 63.76264063920087, 63.76264063920087, 66.29275755952447, 66.29275755952447, 66.4605181032753, 66.4605181032753, 66.4605181032753, 66.4605181032753, 66.47958816383989, 66.47958816383989, 69.57881740981011, 69.57881740981011, 69.57881740981011, 69.57881740981011, 69.57881740981011, 69.57881740981011, 69.57881740981011, 69.57881740981011, 69.57881740981011, 69.57881740981011, 69.57881740981011, 69.57881740981011, 69.57881740981011, 69.57881740981011, 69.57881740981011, 69.57881740981011, 69.57881740981011, 69.57881740981011, 69.57881740981011, 69.57881740981011, 69.57881740981011, 69.57881740981011, 69.57881740981011, 69.57881740981011, 69.57881740981011, 69.57881740981011, 69.57881740981011, 69.57881740981011, 69.57881740981011, 69.57881740981011, 69.57881740981011, 69.57881740981011, 69.57881740981011, 69.57881740981011, 69.57881740981011, 69.57881740981011, 69.57881740981011, 69.57881740981011, 69.57881740981011, 69.57881740981011, 69.57881740981011, 69.57881740981011, 69.57881740981011, 69.57881740981011, 69.57881740981011, 69.57881740981011, 69.57881740981011, 69.57881740981011, 69.57881740981011, 69.57881740981011, 69.57881740981011, 69.57881740981011, 69.57881740981011, 69.57881740981011]","[21.11881214427224, 21.168641927551185, 24.162585818343132, 26.33969426244597, 26.73689986502469, 26.246089081007085, 27.255665739722033, 27.708158148351803, 28.371206658843366, 27.903406052009977, 27.090734017107724, 27.96360885597445, 29.112350817245332, 31.007619096709004, 31.16921876731937, 34.1081581987601, 36.14071054463109, 35.6595580462414, 37.49992868230178, 38.12015342653408, 41.08092206551611, 40.26636227511178, 40.787699315840115, 44.245933046567025, 46.181139448672056, 45.671219815779004, 46.599913599933195, 47.915684262787096, 49.09548406128968, 50.228475730526185, 51.032761320057034, 50.900488961779054, 50.210570056873756, 50.007747318319346, 50.54945800020219, 51.2655284443171, 52.54517095955205, 53.12971582990463, 53.71745294861269, 54.74017441687856, 53.71480045450683, 55.10976477143217, 56.30067300906174, 54.84192758006166, 55.811894481178115, 54.599649428270986, 56.14020947955851, 56.43909478388374, 55.39184882997542, 56.226632612564956, 54.63472762782629, 55.81632813553071, 54.3693181573107, 57.59921778348403, 57.88661022546911, 57.35633691291383, 58.01285330540544, 57.84398214732391, 57.172170162018084, 57.857425671196104, 58.139993178559706, 58.510026123860825, 57.734689098700635, 58.038294319716385, 58.82337017153191, 59.281720516542265, 59.34899872130109, 59.31017615432169, 58.53611827304694, 57.70299702063205, 59.60256646739839, 59.298351378771656, 59.09150901988421, 58.77483662918098, 59.349610853518435, 57.646736813791385, 58.24378822314049, 59.022856032176854, 59.00302634953525, 58.49933773971098, 58.85771470255633, 58.49870945973466, 58.74171506738208, 59.45791931294831, 59.25959988765492, 58.475398355104126, 59.164527047056964, 58.78790520225686, 58.36704688973655, 58.623550478263425, 58.07503676559297, 58.64722498842852, 57.61633965179977, 57.99329361934202, 58.09557508557847, 58.1689082750876, 57.95731760815479, 57.80563094802535, 57.2101899633885, 57.184718398904906, 57.165965086402736]","[23.757385704698894, 23.62212494670513, 23.272242496233776, 23.708690144062587, 23.283018136518, 23.56635323841799, 24.146840155519016, 23.837027306412455, 23.1977033135995, 24.073310931627674, 23.70606985341677, 23.527781196321982, 24.42627905771227, 24.841716735299975, 25.33668567344219, 24.88607835536875, 23.999766547513882, 23.654051724657993, 23.8971054035639, 23.744714401513217, 22.880874402492793, 23.657936265654545, 24.99927879390816, 24.281132937321075, 23.783940959608245, 24.220100921209156, 24.228239650756645, 23.987763173824458, 23.81624385210331, 23.31070906163922, 23.123220520126008, 23.158066791398248, 23.727130565123435, 24.252211469505518, 24.23787486044828, 24.380937560129425, 23.374860649701915, 23.45114942162288, 23.027530479396546, 22.30414379844368, 23.250539197247672, 22.83402888214621, 21.718692225217517, 22.830787010213882, 21.832577629959555, 22.83605575510953, 22.4248657832397, 22.53192784781065, 23.55717453454522, 22.717815990347535, 23.68830968415035, 23.195449962470697, 24.4773487917753, 21.866302330789537, 22.847897918642666, 23.14045590958275, 22.60908387996045, 22.133812755990764, 22.63348647737461, 22.098120276494775, 22.84964266668612, 22.268046266507394, 23.253490071435863, 23.289082424556582, 21.836465039403343, 21.029915297909508, 20.6996219909681, 20.812222007023347, 20.813019677159748, 21.8699837910236, 20.484984996253385, 20.861610563128067, 20.975725891263227, 20.98920560420049, 20.73519583457036, 20.45835558195144, 20.57778478536625, 20.445771963719448, 20.411203913175356, 20.582428642746358, 20.58706196310773, 20.84616865943504, 20.904741842280487, 20.564662819083875, 20.581709872239504, 20.76462296925163, 20.637997370579065, 21.017911295318765, 20.811607852071393, 20.841148386992987, 20.58832761437469, 20.74614589023111, 20.99309495579131, 20.577043855797825, 21.053040360618787, 20.905104451322373, 21.217636968990846, 21.59238709471692, 21.363838222289807, 21.2693296633284, 21.162910905197815]"
